./testcases/f10_l-d_kp_20_879;DanielSouzaDeCampos;0.000671;1025
./testcases/f1_l-d_kp_10_269;DanielSouzaDeCampos;0.000237;295
./testcases/f2_l-d_kp_20_878;DanielSouzaDeCampos;0.000376;1024
./testcases/f3_l-d_kp_4_20;DanielSouzaDeCampos;0.000233;35
./testcases/f4_l-d_kp_4_11;DanielSouzaDeCampos;0.000285;23
./testcases/f5_l-d_kp_15_375;DanielSouzaDeCampos;0.000497;481.069
./testcases/f6_l-d_kp_10_60;DanielSouzaDeCampos;0.000209;52
./testcases/f7_l-d_kp_7_50;DanielSouzaDeCampos;0.000467;107
./testcases/f8_l-d_kp_23_10000;DanielSouzaDeCampos;0.000472;9767
./testcases/f9_l-d_kp_5_80;DanielSouzaDeCampos;0.000907;130
