./testcases/f10_l-d_kp_20_879;DanielSouzaDeCampos;0.000289;1025
./testcases/f1_l-d_kp_10_269;DanielSouzaDeCampos;0.000474;295
./testcases/f2_l-d_kp_20_878;DanielSouzaDeCampos;0.000289;1024
./testcases/f3_l-d_kp_4_20;DanielSouzaDeCampos;0.000497;35
./testcases/f4_l-d_kp_4_11;DanielSouzaDeCampos;0.000221;23
./testcases/f5_l-d_kp_15_375;DanielSouzaDeCampos;0.000239;481.069
./testcases/f6_l-d_kp_10_60;DanielSouzaDeCampos;0.000517;52
./testcases/f7_l-d_kp_7_50;DanielSouzaDeCampos;0.000214;107
./testcases/f8_l-d_kp_23_10000;DanielSouzaDeCampos;0.000263;9767
./testcases/f9_l-d_kp_5_80;DanielSouzaDeCampos;0.000411;130
